date,open,high,low,close,volume
2025-03-04 09:15:00+05:30,559.0,560.0,559.0,560.0,225
2025-03-04 09:16:00+05:30,560.0,563.0,560.0,563.0,1125
2025-03-04 09:17:00+05:30,563.0,567.8,562.95,567.8,1200
2025-03-04 09:18:00+05:30,567.8,567.8,567.8,567.8,75
2025-03-04 09:19:00+05:30,567.8,567.8,567.8,567.8,0
2025-03-04 09:20:00+05:30,567.8,567.8,566.6,566.6,75
2025-03-04 09:21:00+05:30,566.6,566.6,556.0,556.0,75
2025-03-04 09:22:00+05:30,556.0,556.0,556.0,556.0,0
2025-03-04 09:23:00+05:30,556.0,556.0,556.0,556.0,0
2025-03-04 09:24:00+05:30,556.0,556.0,556.0,556.0,0
2025-03-04 09:25:00+05:30,556.0,556.0,552.0,556.0,300
2025-03-04 09:26:00+05:30,556.0,556.0,556.0,556.0,0
2025-03-04 09:27:00+05:30,556.0,557.9,556.0,557.9,150
2025-03-04 09:28:00+05:30,557.9,559.95,557.9,559.95,375
2025-03-04 09:29:00+05:30,559.95,560.0,559.95,560.0,75
2025-03-04 09:30:00+05:30,560.0,560.05,560.0,560.0,150
2025-03-04 09:31:00+05:30,560.0,560.0,560.0,560.0,0
2025-03-04 09:32:00+05:30,560.0,560.0,560.0,560.0,0
2025-03-04 09:33:00+05:30,560.0,560.0,560.0,560.0,0
2025-03-04 09:34:00+05:30,560.0,560.0,560.0,560.0,0
2025-03-04 09:35:00+05:30,560.0,560.0,560.0,560.0,0
2025-03-04 09:36:00+05:30,560.0,564.65,560.0,564.65,75
2025-03-04 09:37:00+05:30,564.65,564.65,564.65,564.65,0
2025-03-04 09:38:00+05:30,564.65,564.65,557.95,557.95,75
2025-03-04 09:39:00+05:30,557.95,557.95,557.95,557.95,0
2025-03-04 09:40:00+05:30,557.95,557.95,557.95,557.95,0
2025-03-04 09:41:00+05:30,557.95,557.95,550.6,550.6,150
2025-03-04 09:42:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:43:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:44:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:45:00+05:30,550.6,550.6,550.6,550.6,75
2025-03-04 09:46:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:47:00+05:30,550.6,550.6,550.6,550.6,150
2025-03-04 09:48:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:49:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:50:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:51:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:52:00+05:30,550.6,550.6,550.6,550.6,0
2025-03-04 09:53:00+05:30,550.6,550.6,544.7,544.7,150
2025-03-04 09:54:00+05:30,544.7,544.7,544.7,544.7,0
2025-03-04 09:55:00+05:30,544.7,544.7,541.4,541.4,75
2025-03-04 09:56:00+05:30,541.4,541.4,541.4,541.4,0
2025-03-04 09:57:00+05:30,541.4,545.0,541.4,545.0,75
2025-03-04 09:58:00+05:30,545.0,545.0,543.95,543.95,75
2025-03-04 09:59:00+05:30,543.95,543.95,543.95,543.95,0
2025-03-04 10:00:00+05:30,543.95,543.95,543.95,543.95,0
2025-03-04 10:01:00+05:30,543.95,543.95,542.0,542.0,75
2025-03-04 10:02:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:03:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:04:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:05:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:06:00+05:30,542.0,542.0,542.0,542.0,75
2025-03-04 10:07:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:08:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:09:00+05:30,542.0,542.0,542.0,542.0,0
2025-03-04 10:10:00+05:30,542.0,545.55,542.0,545.55,225
2025-03-04 10:11:00+05:30,545.55,554.2,545.55,554.2,75
2025-03-04 10:12:00+05:30,554.2,554.2,554.2,554.2,0
2025-03-04 10:13:00+05:30,554.2,554.2,547.9,547.9,300
2025-03-04 10:14:00+05:30,547.9,547.9,547.9,547.9,0
2025-03-04 10:15:00+05:30,547.9,547.9,545.0,545.0,375
2025-03-04 10:16:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:17:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:18:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:19:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:20:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:21:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:22:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:23:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:24:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:25:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:26:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:27:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:28:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:29:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:30:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:31:00+05:30,545.0,545.0,545.0,545.0,0
2025-03-04 10:32:00+05:30,545.0,545.0,544.95,544.95,150
2025-03-04 10:33:00+05:30,544.95,544.95,544.95,544.95,0
2025-03-04 10:34:00+05:30,544.95,544.95,544.95,544.95,0
2025-03-04 10:35:00+05:30,544.95,544.95,539.7,539.7,75
2025-03-04 10:36:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:37:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:38:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:39:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:40:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:41:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:42:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:43:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:44:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:45:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:46:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:47:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:48:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:49:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:50:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:51:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:52:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:53:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:54:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:55:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:56:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:57:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:58:00+05:30,539.7,539.7,539.7,539.7,0
2025-03-04 10:59:00+05:30,539.7,539.7,536.55,536.55,75
2025-03-04 11:00:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:01:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:02:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:03:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:04:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:05:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:06:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:07:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:08:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:09:00+05:30,536.55,536.55,536.55,536.55,0
2025-03-04 11:10:00+05:30,536.55,536.55,535.45,535.45,0
2025-03-04 11:11:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:12:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:13:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:14:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:15:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:16:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:17:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:18:00+05:30,535.45,535.45,535.45,535.45,0
2025-03-04 11:19:00+05:30,535.45,541.95,522.1,541.95,375
2025-03-04 11:20:00+05:30,541.95,543.8,541.95,543.8,75
2025-03-04 11:21:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:22:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:23:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:24:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:25:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:26:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:27:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:28:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:29:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:30:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:31:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:32:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:33:00+05:30,543.8,543.8,543.8,543.8,0
2025-03-04 11:34:00+05:30,543.8,543.8,533.4,533.4,75
2025-03-04 11:35:00+05:30,533.4,533.4,533.4,533.4,0
2025-03-04 11:36:00+05:30,533.4,533.4,533.4,533.4,0
2025-03-04 11:37:00+05:30,533.4,533.4,533.4,533.4,0
2025-03-04 11:38:00+05:30,533.4,539.4,533.4,539.4,75
2025-03-04 11:39:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:40:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:41:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:42:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:43:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:44:00+05:30,539.4,539.4,539.4,539.4,0
2025-03-04 11:45:00+05:30,539.4,541.0,539.4,541.0,450
2025-03-04 11:46:00+05:30,541.0,541.0,541.0,541.0,0
2025-03-04 11:47:00+05:30,541.0,541.0,541.0,541.0,0
2025-03-04 11:48:00+05:30,541.0,541.0,541.0,541.0,0
2025-03-04 11:49:00+05:30,541.0,541.0,541.0,541.0,0
2025-03-04 11:50:00+05:30,541.0,542.5,541.0,542.5,75
